class,class_label,probability,path
1,unmarked,0.5295515060424805,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-10-3.png
1,unmarked,0.5949255228042603,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-11-11.png
1,unmarked,0.6026220321655273,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-11-12.png
1,unmarked,0.6035013794898987,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-11-13.png
1,unmarked,0.6032576560974121,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-11-14.png
1,unmarked,0.6006470322608948,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-11-15.png
1,unmarked,0.5718183517456055,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-11-5.png
1,unmarked,0.6022449731826782,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-12-5.png
1,unmarked,0.6028445959091187,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-12-7.png
1,unmarked,0.6013912558555603,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-13-4.png
0,marked,0.9998283386230469,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-14-5.png
1,unmarked,0.6037028431892395,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-15-0.png
1,unmarked,0.602486252784729,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-2-0.png
1,unmarked,0.5992981791496277,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-2-1.png
1,unmarked,0.5863935947418213,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-20-22.png
1,unmarked,0.601260781288147,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-20-3.png
1,unmarked,0.6031277775764465,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-21-12.png
1,unmarked,0.602942705154419,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-25-0.png
1,unmarked,0.5533222556114197,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-25-17.png
1,unmarked,0.6010989546775818,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-25-35.png
1,unmarked,0.6032267808914185,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-26-22.png
1,unmarked,0.6035705208778381,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-26-9.png
1,unmarked,0.5998276472091675,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-15.png
1,unmarked,0.6006550192832947,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-22.png
1,unmarked,0.5889905095100403,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-30.png
0,marked,0.6940781474113464,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-32.png
1,unmarked,0.6021749377250671,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-34.png
1,unmarked,0.6031711101531982,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-36.png
1,unmarked,0.6030064821243286,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-38.png
1,unmarked,0.6036286354064941,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-43.png
1,unmarked,0.6029955148696899,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-27-5.png
1,unmarked,0.6022665500640869,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-28-1.png
0,marked,0.752597987651825,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-28-2.png
1,unmarked,0.6032925844192505,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-28-5.png
1,unmarked,0.6032599210739136,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-28-9.png
1,unmarked,0.6027402877807617,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-29-15.png
0,marked,0.9143345355987549,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-29-18.png
0,marked,0.560878574848175,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-29-20.png
1,unmarked,0.6033193469047546,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-3-11.png
1,unmarked,0.6019120812416077,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-30-30.png
1,unmarked,0.5815647840499878,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-30-7.png
1,unmarked,0.6029801368713379,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-31-0.png
1,unmarked,0.6026807427406311,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-33-16.png
1,unmarked,0.5755162239074707,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-33-7.png
1,unmarked,0.6036961674690247,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-35-0.png
1,unmarked,0.6037470698356628,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-35-16.png
1,unmarked,0.6028561592102051,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-35-5.png
1,unmarked,0.6016778945922852,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-37-21.png
1,unmarked,0.6039963364601135,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-37-38.png
1,unmarked,0.5669957399368286,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-38-1.png
1,unmarked,0.6034248471260071,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-38-26.png
1,unmarked,0.6019269227981567,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-38-30.png
1,unmarked,0.601841151714325,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-38-4.png
1,unmarked,0.600897490978241,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-39-1.png
1,unmarked,0.6028345227241516,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-39-2.png
1,unmarked,0.5990285873413086,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-39-3.png
1,unmarked,0.6035524010658264,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-39-39.png
1,unmarked,0.6016874313354492,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-39-40.png
1,unmarked,0.5313807129859924,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-10.png
1,unmarked,0.6028382182121277,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-2.png
1,unmarked,0.5375561714172363,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-20.png
1,unmarked,0.602170467376709,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-21.png
1,unmarked,0.5505903959274292,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-24.png
1,unmarked,0.5923512578010559,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-25.png
1,unmarked,0.6036362051963806,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-26.png
1,unmarked,0.5919669270515442,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-27.png
1,unmarked,0.6032894849777222,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-28.png
1,unmarked,0.5936247110366821,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-4-29.png
1,unmarked,0.6021859645843506,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-40-12.png
1,unmarked,0.6018823981285095,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-40-13.png
1,unmarked,0.6012771725654602,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-40-16.png
1,unmarked,0.6028543710708618,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-40-23.png
1,unmarked,0.6035052537918091,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-41-7.png
1,unmarked,0.6029545664787292,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-42-20.png
1,unmarked,0.6024708151817322,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-42-28.png
1,unmarked,0.5996196269989014,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-44-6.png
1,unmarked,0.6031832695007324,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-45-12.png
1,unmarked,0.6035983562469482,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-45-15.png
1,unmarked,0.6026025414466858,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-46-0.png
1,unmarked,0.5986766815185547,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-46-1.png
1,unmarked,0.6022053360939026,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-47-28.png
1,unmarked,0.6002860069274902,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-48-10.png
1,unmarked,0.6014273762702942,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-0.png
1,unmarked,0.6016606092453003,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-1.png
1,unmarked,0.5974705219268799,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-11.png
1,unmarked,0.603610098361969,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-13.png
1,unmarked,0.5999390482902527,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-14.png
1,unmarked,0.6005749702453613,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-15.png
1,unmarked,0.5976026654243469,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-16.png
1,unmarked,0.6017069220542908,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-19.png
1,unmarked,0.6023749113082886,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-21.png
1,unmarked,0.596676766872406,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-24.png
1,unmarked,0.585547685623169,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-4.png
1,unmarked,0.5938458442687988,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-5.png
1,unmarked,0.6029059290885925,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-5-9.png
0,marked,0.8715996742248535,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-50-21.png
1,unmarked,0.6024293899536133,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-50-22.png
1,unmarked,0.5681334733963013,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-50-39.png
1,unmarked,0.5956729054450989,/home/niklas/Documents/dev/uni/bees/bee-data/cropped/2024-09-02/12-52-13.png
